orig,dest,wt
27,50,4.60629E-05
27,18,0.00097629
90,24,9.43844E-06
90,26,3.40833E-05
90,32,0.001653912
90,33,1.40921E-05
90,34,5.83348E-07
90,35,4.47889E-05
90,36,5.72424E-06
90,37,7.23177E-05
90,38,5.60408E-05
90,44,0.000259994
90,48,1.07493E-05
90,50,0.006363302
90,54,1.66047E-05
90,106,1.04981E-06
90,107,1.71509E-05
90,108,0.002892708
90,109,0.00052982
90,110,0.000440242
90,111,0.000388899
90,112,0.000169324
90,113,0.000220667
90,116,4.56628E-05
90,118,8.44435E-05
90,119,1.28905E-05
90,120,9.19811E-05
90,121,2.66549E-06
90,126,0.000174786
90,18,0.007347565
91,24,1.31566E-07
91,26,4.75336E-07
91,32,2.30241E-05
91,33,1.96288E-07
91,35,6.22818E-07
91,36,7.95764E-08
91,37,1.03874E-06
91,38,8.04252E-07
91,44,3.60746E-06
91,48,1.49604E-07
91,50,8.84889E-06
91,54,4.60482E-07
91,18,0.000379844
92,24,4.24228E-05
92,26,0.00014848
92,28,0.001897915
92,93,0.003907947
92,32,0.007151271
92,33,6.1008E-05
92,34,2.74738E-06
92,35,0.000193933
92,36,2.47466E-05
92,37,0.000313121
92,38,0.000242416
92,43,0.002234267
92,44,0.001226221
92,45,7.13107E-05
92,48,4.64631E-05
92,50,0.002751421
92,54,7.17147E-05
92,106,2.27265E-06
92,107,7.41389E-05
92,108,0.006254332
92,109,0.00076462
92,110,0.003806941
92,111,0.001681761
92,112,0.000733308
92,113,0.000953503
92,116,9.87845E-05
92,118,0.000365644
92,119,5.56547E-05
92,120,0.000397966
92,121,1.15148E-05
92,126,0.000505033
92,18,0.02957172
28,93,0.000555677
28,44,0.000299211
28,106,5.0419E-07
28,107,4.11901E-06
28,108,0.001388221
28,109,0.000254523
28,110,0.000210808
28,116,2.19551E-05
28,117,1.94293E-05
28,122,2.93382E-05
28,126,2.80753E-05
28,18,0.00850322
29,75,0.005395336
29,24,1.27481E-05
29,26,2.72025E-05
29,45,1.30492E-05
29,110,0.000698633
29,117,3.21211E-05
29,122,0.000145549
29,126,0.000139526
29,18,0.01411219
93,24,2.73391E-05
93,27,1.79889E-05
93,28,0.000262211
93,30,0.000321158
93,94,1.55497E-05
93,34,1.73791E-06
93,36,4.81737E-06
93,106,3.31321E-07
93,108,0.003646564
93,109,0.000222575
93,110,0.001109824
93,116,1.44318E-05
93,117,2.55097E-05
93,122,0.000231721
93,126,0.000110779
93,128,0.005940403
30,24,7.67515E-06
30,27,5.80008E-06
30,28,8.44266E-05
30,29,0.0005052
30,34,4.7411E-07
30,37,5.8778E-05
30,38,4.55651E-05
30,44,0.000210824
30,45,1.34072E-05
30,51,0.000439135
30,55,9.71538E-06
30,106,3.70156E-07
30,107,3.02148E-06
30,108,0.001019143
30,109,0.000186535
30,110,0.000155446
30,111,0.000136987
30,113,7.76258E-05
30,116,1.61275E-05
30,117,1.42816E-05
30,122,2.15681E-05
30,126,0.000102983
30,128,0.003450901
94,24,4.04653E-06
94,27,3.05738E-06
94,29,0.000398659
94,34,2.49786E-07
94,45,7.07394E-06
94,51,0.000296746
94,55,5.24551E-06
94,110,0.000188838
94,117,8.67257E-06
94,122,3.93663E-05
94,128,0.002378962
31,32,0.000132791
31,35,2.15904E-05
31,48,5.16833E-06
31,50,0.000305705
31,54,7.96744E-06
31,106,5.04414E-07
31,107,4.12702E-06
31,108,0.001390959
31,109,0.000255073
31,110,0.000212083
31,116,2.19726E-05
31,117,3.88819E-05
31,122,8.82724E-05
31,126,2.80867E-05
31,18,0.004140396
32,35,7.43073E-05
32,48,1.78257E-05
32,50,0.001054522
32,54,2.4936E-05
32,106,1.93279E-06
32,107,1.58228E-05
32,108,0.002662843
32,109,0.00065094
32,110,0.000810169
32,116,8.41214E-05
32,117,7.45075E-05
32,122,0.000113163
32,126,0.000107155
32,18,0.02017111
95,70,1.84189E-05
95,24,2.12907E-06
95,26,4.92162E-06
95,32,0.000117842
95,37,1.02988E-05
95,38,7.98154E-06
95,44,3.70359E-05
95,45,2.34693E-06
95,50,9.03122E-05
95,107,2.44596E-06
95,108,0.000205975
95,109,5.03055E-05
95,110,0.000125764
95,111,0.00011091
95,112,4.82259E-05
95,113,6.27828E-05
95,121,7.59533E-07
95,18,0.00145767
96,70,0.000712903
96,24,4.63733E-05
96,26,0.000186878
96,28,1.15686E-05
96,93,0.002639026
96,30,0.000341126
96,94,0.000132495
96,32,0.004514722
96,34,3.76721E-06
96,35,0.000244226
96,36,1.56226E-05
96,37,0.000394519
96,38,0.00030553
96,43,0.002819971
96,44,0.001547424
96,45,8.9978E-05
96,48,5.8634E-05
96,50,0.003472559
96,54,9.04724E-05
96,55,6.62476E-05
96,106,2.86743E-06
96,107,9.36365E-05
96,108,0.007893348
96,109,0.00192909
96,110,0.00240271
96,111,0.004246766
96,112,0.001850977
96,113,0.002406665
96,114,8.25623E-05
96,115,0.000199732
96,116,0.000124585
96,118,0.000921533
96,119,0.000140405
96,120,0.001003601
96,121,2.91687E-05
96,123,3.5398E-05
96,126,0.000319373
96,18,0.02490414
97,24,1.14696E-05
97,26,3.8394E-05
97,93,0.000541404
97,32,0.000110808
97,34,5.94864E-07
97,35,5.02524E-05
97,36,6.42492E-06
97,37,8.10648E-05
97,38,6.27912E-05
97,43,0.000613332
97,44,0.000264384
97,45,0.000018468
97,48,1.20528E-05
97,50,0.000713448
97,54,1.69128E-05
97,106,6.53184E-07
97,107,0.000021384
97,108,0.000900072
97,109,0.000219672
97,110,0.000548208
97,111,0.000969084
97,112,0.000421848
97,113,0.00054918
97,114,1.88568E-05
97,115,4.5684E-05
97,116,2.84796E-05
97,118,0.000209952
97,119,0.000032076
97,120,0.000229392
97,121,6.64848E-06
97,123,8.08704E-06
97,126,7.28028E-05
97,18,0.009014329
33,122,7.54666E-06
33,126,7.20759E-06
33,18,5.98695E-05
98,34,5.44696E-08
98,37,6.74431E-06
98,38,5.22755E-06
98,40,0.000209865
98,43,4.81736E-05
98,50,5.93346E-05
98,107,1.60261E-06
98,109,3.30061E-05
98,110,8.21336E-05
98,111,7.25943E-05
98,112,3.16706E-05
98,113,4.11145E-05
98,121,4.97953E-07
98,18,0.001175246
99,75,0.002252644
99,26,1.63425E-05
99,32,0.000873618
99,34,2.97595E-07
99,35,2.25971E-05
99,36,5.78041E-06
99,48,5.42733E-06
99,50,0.000320797
99,54,7.59624E-06
99,106,2.94569E-07
99,107,9.61384E-06
99,108,0.000811073
99,109,0.000197724
99,110,0.000247155
99,111,0.0004358
99,112,0.000189654
99,113,0.000247155
99,116,1.28117E-05
99,118,9.46252E-05
99,119,1.44258E-05
99,120,0.000102897
99,121,2.99613E-06
99,126,9.82568E-05
99,18,0.004380197
100,26,6.05473E-06
100,34,3.30795E-07
100,37,3.76082E-05
100,38,2.91415E-05
100,43,0.000268771
100,106,2.72709E-07
100,107,8.91965E-06
100,108,0.001503344
100,109,0.000275662
100,110,0.000228406
100,111,0.000404633
100,112,0.000176227
100,113,0.00022939
100,116,1.19126E-05
100,118,8.78181E-05
100,119,1.33893E-05
100,120,9.55958E-05
100,121,2.77631E-06
100,126,3.04213E-05
100,18,0.004900882
101,26,2.53656E-05
101,34,4.7236E-07
101,37,5.37272E-05
101,38,4.15437E-05
101,43,0.00038348
101,106,3.89472E-07
101,107,1.26828E-05
101,108,0.001073545
101,109,0.000130823
101,110,0.000653115
101,111,0.000577218
101,112,0.000251659
101,113,0.000327556
101,115,2.72631E-05
101,116,1.6977E-05
101,118,0.000124831
101,119,1.90742E-05
101,120,0.000136815
101,121,3.96463E-06
101,126,4.33413E-05
101,18,0.006240543
102,26,6.59855E-06
102,34,1.23388E-07
102,37,1.40555E-05
102,38,1.09439E-05
102,43,0.000100534
102,106,1.02143E-07
102,107,3.33683E-06
102,108,0.000281109
102,110,0.000342266
102,111,0.000151284
102,112,6.59855E-05
102,113,8.57275E-05
102,116,4.44195E-06
102,118,3.28318E-05
102,119,5.01061E-06
102,120,3.57287E-05
102,121,1.0386E-06
102,18,0.001692018
34,18,1.21323E-05
35,117,5.24391E-06
35,122,2.37387E-05
35,126,1.89715E-05
35,18,0.000866851
36,117,7.92303E-06
36,122,3.59137E-05
36,18,0.001535586
37,26,5.07948E-06
37,50,0.000354881
37,106,2.97359E-07
37,107,4.85524E-06
37,108,0.000818957
37,109,0.000199865
37,110,0.000249587
37,116,1.29668E-05
37,117,2.29113E-05
37,122,3.46107E-05
37,126,3.30508E-05
37,18,0.003463993
38,110,0.000319017
38,117,1.47008E-05
38,122,3.33018E-05
38,126,2.12011E-05
38,18,0.002601138
39,24,7.95247E-06
39,26,7.11639E-05
39,34,5.85255E-07
39,35,4.49149E-05
39,36,5.74561E-06
39,37,6.0956E-05
39,38,4.72482E-05
39,40,0.001034404
39,43,0.000435539
39,44,0.000239157
39,45,1.39022E-05
39,50,0.000535674
39,55,1.03052E-05
39,106,8.84688E-07
39,107,1.44856E-05
39,110,0.000370402
39,111,0.000655252
39,112,0.000285822
39,113,0.000371375
39,115,3.09155E-05
39,116,3.84985E-05
39,117,3.41237E-05
39,118,0.000141939
39,119,2.16797E-05
39,120,0.000154577
39,121,4.50122E-06
39,122,5.15258E-05
39,126,0.000245963
39,18,0.00964796
39,128,0.005302295
40,24,2.02787E-05
40,26,7.06856E-05
40,34,2.41413E-07
40,106,2.17271E-06
40,107,1.7768E-05
40,108,0.005991858
40,109,0.00109891
40,110,0.000911574
40,116,9.46337E-05
40,117,8.38184E-05
40,122,0.0001265
40,126,0.000605463
40,18,0.02869332
41,26,4.8414E-06
41,106,7.42283E-08
41,108,0.000204566
41,109,3.75038E-05
41,116,3.22435E-06
41,117,2.86393E-06
41,122,4.32511E-06
41,126,8.26057E-06
41,18,0.00018898
42,24,3.99101E-05
42,26,0.000144952
42,93,0.002041891
42,34,3.36289E-06
42,35,0.000189404
42,36,4.8414E-06
42,37,0.000305366
42,38,0.000236755
42,50,0.002687411
42,54,6.99635E-05
42,106,4.43553E-06
42,107,3.6238E-05
42,108,0.01221366
42,109,0.002239026
42,110,0.001858286
42,111,0.00164279
42,113,0.000930592
42,116,0.000193269
42,117,0.000171043
42,122,0.000258015
42,126,0.000493803
42,18,0.06617642
43,26,2.29421E-05
43,50,0.001279501
43,106,2.11229E-06
43,107,1.72824E-05
43,108,0.005816371
43,109,0.00106625
43,110,0.000885342
43,116,9.18694E-05
43,117,8.13585E-05
43,122,0.000123301
43,126,0.000352722
43,18,0.02347368
44,50,3.13083E-05
44,106,5.19086E-07
44,116,2.25379E-05
44,117,7.99535E-05
44,122,0.000363054
44,126,0.000115239
44,18,0.0101645
45,117,5.25884E-06
45,122,2.38021E-05
45,18,0.001546118
46,117,7.08397E-05
46,122,0.000642703
46,126,0.000306571
46,18,0.01446356
47,26,4.86689E-06
47,50,9.08747E-05
47,54,2.36979E-06
47,106,1.49826E-07
47,108,0.000414224
47,109,5.06274E-05
47,116,6.54141E-06
47,117,5.79718E-06
47,122,8.76431E-06
47,126,4.18141E-05
47,18,0.001532531
48,18,0.000100984
49,24,1.7286E-05
49,26,6.26743E-05
49,34,1.07153E-06
49,40,0.001075572
49,43,0.001890338
49,50,0.000194088
49,110,0.001610325
49,117,7.39961E-05
49,122,0.000335611
49,126,0.000534753
49,18,0.02519001
49,128,0.0125763
50,117,9.75648E-05
50,122,0.000442847
50,126,7.04799E-05
50,18,0.011516
103,70,6.13974E-05
103,24,4.4833E-06
103,27,3.38231E-06
103,28,4.92965E-05
103,30,6.20917E-05
103,94,2.30116E-05
103,34,2.76735E-07
103,36,2.71775E-06
103,43,0.000245986
103,50,0.000301532
103,51,0.000328313
103,55,5.77275E-06
103,106,2.48962E-07
103,107,8.13342E-06
103,108,0.000343191
103,109,8.38139E-05
103,110,0.000209287
103,111,0.00036898
103,112,0.000160685
103,113,0.000209287
103,116,1.08115E-05
103,118,8.0144E-05
103,119,1.22001E-05
103,120,8.72855E-05
103,121,2.5293E-06
103,126,2.77727E-05
103,18,0.004105394
104,70,4.40819E-05
104,27,2.15952E-05
104,28,0.000314022
104,93,0.001463123
104,30,0.000378411
104,94,0.00014661
104,33,5.51767E-06
104,34,1.76328E-06
104,36,1.73356E-05
104,37,0.000218924
104,38,0.000169393
104,43,0.001563174
104,44,0.000857864
104,45,4.99265E-05
104,50,0.002888603
104,51,0.002092157
104,106,1.58497E-06
104,107,5.19077E-05
104,108,0.002188246
104,109,0.000534927
104,110,0.001332363
104,111,0.002354667
104,112,0.001026266
104,113,0.001334345
104,114,4.57659E-05
104,115,0.000110948
104,116,6.91442E-05
104,118,0.000511152
104,119,7.79606E-05
104,120,0.00055672
104,121,1.61469E-05
104,123,1.9614E-05
104,126,0.000177318
104,18,0.007776246
104,128,0.01074806
105,70,5.12469E-05
105,27,2.82258E-06
105,28,0.00031729
105,93,0.000191175
105,30,5.17473E-05
105,94,1.92176E-05
105,33,4.31394E-05
105,34,2.31211E-07
105,36,2.26207E-06
105,37,3.73341E-05
105,38,2.89264E-05
105,43,0.000204187
105,44,0.000112103
105,45,6.52597E-06
105,50,0.001104009
105,51,0.000356326
105,106,2.07189E-07
105,107,6.7862E-06
105,108,0.000286262
105,109,6.98639E-05
105,110,0.000174159
105,111,0.000307281
105,112,0.000134123
105,113,0.000174159
105,116,9.02825E-06
105,118,6.6761E-05
105,119,1.02093E-05
105,120,7.27665E-05
105,121,2.11193E-06
105,126,2.31211E-05
105,18,0.000539493
105,128,0.000619566
51,75,0.001609453
51,26,2.60782E-05
51,28,7.91104E-05
51,34,4.45665E-07
51,55,9.28306E-06
51,106,7.99861E-07
51,107,1.30391E-05
51,108,0.002203024
51,109,0.000403823
51,110,0.000335708
51,116,3.47385E-05
51,117,6.15952E-05
51,122,6.98662E-05
51,126,4.44692E-05
51,18,0.002477429
51,128,0.003450496
52,26,5.70922E-05
52,93,0.000805442
52,43,0.000860227
52,45,2.74888E-05
52,50,0.001060146
52,54,2.75849E-05
52,106,8.67916E-07
52,107,1.41289E-05
52,108,0.002390374
52,109,0.000584378
52,110,0.000727589
52,116,3.77731E-05
52,117,6.68959E-05
52,122,0.000100921
52,126,0.000290267
52,18,0.01301586
53,48,1.92614E-05
53,50,0.001141852
53,54,2.70647E-05
53,106,9.43312E-07
53,107,1.54091E-05
53,108,0.001298907
53,109,0.000318059
53,110,0.000791197
53,116,4.09921E-05
53,117,7.26993E-05
53,122,0.000164956
53,126,0.000104703
53,18,0.01298808
54,26,3.86344E-06
54,32,0.000113807
54,35,9.98305E-07
54,48,2.39593E-07
54,50,1.30778E-05
54,126,2.89508E-06
54,18,0.000109814
55,24,3.48573E-06
55,26,8.23019E-07
55,28,1.13286E-05
55,93,5.30605E-05
55,33,1.53953E-06
55,34,2.81763E-07
55,36,2.76922E-06
55,37,3.49541E-05
55,38,2.71112E-05
55,43,0.000249811
55,44,0.000125874
55,45,7.96876E-06
55,50,7.02955E-05
55,51,0.000336954
55,106,5.07367E-07
55,107,8.28829E-06
55,108,0.005587817
55,109,0.000256588
55,110,0.000850131
55,111,0.000187842
55,112,8.19146E-05
55,113,0.000106508
55,116,2.20763E-05
55,117,1.95588E-05
55,118,4.07637E-05
55,119,6.21622E-06
55,120,4.4443E-05
55,121,1.28778E-06
55,122,0.000177191
55,126,5.64494E-05
55,18,0.000202366
55,128,0.000202366
106,18,6.25373E-06
107,18,0.000116326
108,117,9.23396E-05
108,18,0.01615639
109,117,1.62824E-05
109,18,0.002849928
110,117,3.5155E-05
110,122,3.08503E-05
110,18,0.006143412
111,117,2.2586E-05
111,122,1.98266E-05
111,18,0.003946924
112,117,1.07165E-05
112,18,0.001869212
113,117,1.27937E-05
113,18,0.002239414
114,117,8.07807E-06
114,18,0.002303022
115,117,1.64209E-05
115,18,0.003642736
116,18,0.00028364
117,18,0.00033353
118,117,1.14558E-05
118,18,0.002009964
119,117,3.511E-06
119,18,0.000615469
120,117,1.07037E-05
120,18,0.001871587
121,18,2.23685E-05
122,18,0.003518312
123,122,3.56716E-05
123,18,0.002566613
124,122,1.76471E-05
124,18,0.001276506
125,18,9.24485E-06
126,18,0.001131121
127,18,0.001581473
18,58,84.10699
18,59,4.053562
18,60,0.07343264
18,61,0.3579911
18,62,0.1700192
18,63,0.5597677
18,16,0.01011706
18,64,0.3357872
18,68,0.1079814
18,72,0.34569
18,78,0.1811985
18,128,129.1526
128,65,83.53754
128,66,5.393528
128,67,26.34959
128,71,0.1264025
128,73,0.1896362
128,76,0.9684554
128,77,0.1237943
128,79,0.307373
128,80,0.04474781
128,81,0.118451
128,82,0.1320684
128,85,0.02455555
128,21,0.4292985
128,87,0.01972458
128,88,0.178904
128,89,0.000563038
128,23,0.003472573
128,29,0.001067235
128,49,0.03050447
19,56,138.1003
